"Content Id","Content Type","Content Title Pluralsight","Content Title Degreed","Path Name","PS Content ID","URL","Summary","Duration Hrs","Date Published","Topics"
"8d71d69a-c80d-48ce-be64-709d33c56726","LAB","Add Blueprints to a Flask CMS","Add Blueprints to a Flask CMS","/code-labs/contents/8d71d69a-c80d-48ce-be64-709d33c56726/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/8d71d69a-c80d-48ce-be64-709d33c56726/learn","In this code lab, you’ll create and register blueprints to make an existing content management system more modular. You will also handle and validate form data.","","4/14/2023 12:44:48 AM","Software refactoring,Flask,Software frameworks & libraries,Python,Programming languages,Software engineering,High-level languages,Software development,Backend frameworks & libraries"
"8f55260e-1e1d-43a5-bb00-aaa2321671e6","LAB","Guided: Building a Storefront in Angular","Guided: Building a Storefront in Angular","/code-labs/contents/8f55260e-1e1d-43a5-bb00-aaa2321671e6/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/8f55260e-1e1d-43a5-bb00-aaa2321671e6/learn","This hands-on lab is designed to help you practice your understanding of Angular concepts such as Routing, Binding, and Styling. A series of guided steps will give you a walkthrough on how to apply your knowledge of these fundamental Angular concepts into an actual application. By the end of the lab, you will have demonstrated your ability to build a functioning Angular application using these concepts.","","6/21/2023 9:20:50 PM","Software frameworks & libraries,Angular,Frontend frameworks & libraries"
"9f33a26d-c1db-4814-8573-e736c2c231f9","LAB","Build a Budget App CLI in Go","Build a Budget App CLI in Go","/code-labs/contents/9f33a26d-c1db-4814-8573-e736c2c231f9/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/9f33a26d-c1db-4814-8573-e736c2c231f9/learn","In this code lab, you'll follow instructions to build a command line (CLI) budget application in Go. You'll learn how to use common operations with collection data types like structs, slices, and maps.","","4/14/2023 12:46:46 AM","Programming,Go,Programming languages,Command-line interface,High-level languages,Domain specific languages,Computer science"
"16c567ed-03ee-41e6-bbb9-545ee9540b4c","LAB","Add a Session-based Shopping Cart to a Java Book Store Web App","Add a Session-based Shopping Cart to a Java Book Store Web App","/code-labs/contents/16c567ed-03ee-41e6-bbb9-545ee9540b4c/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/16c567ed-03ee-41e6-bbb9-545ee9540b4c/learn","In this code lab, you'll follow along instructions to add, update, and delete features to the shopping cart section of an existing Java Web application. ","","4/14/2023 12:38:53 AM","Application development,Web application,Java,Web development,Programming languages,Software engineering,High-level languages"
"22aeab54-4ea8-41f8-b756-1ec9e19b0ea4","LAB","Build Your Own CLI Planner App Using Python Abstract Base Classes","Build Your Own CLI Planner App Using Python Abstract Base Classes","/code-labs/contents/22aeab54-4ea8-41f8-b756-1ec9e19b0ea4/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/22aeab54-4ea8-41f8-b756-1ec9e19b0ea4/learn","","","9/12/2022 8:22:59 PM","Programming,Python,Programming languages,Command-line interface,High-level languages,Computer science"
"25f8618b-4f53-4614-b2f9-cb8abe9cf996","LAB","Build a Banking Portal with Node & Express","Build a Banking Portal with Node & Express","/code-labs/contents/25f8618b-4f53-4614-b2f9-cb8abe9cf996/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/25f8618b-4f53-4614-b2f9-cb8abe9cf996/learn","In this code lab, you'll follow instructions to build a simple Banking Portal with Node & Express. You'll create several routes that will display data read from files. You will then create several routes that will handle form data and write that data to a file. ","","9/12/2022 8:22:59 PM","Software frameworks & libraries,Express.js,Backend frameworks & libraries,Node.js"
"43ee23d4-c025-4b81-a8f0-9778f4aaf676","LAB","Guided: Build a Text-Based Adventure Game in Rust","Guided: Build a Text-Based Adventure Game in Rust","/code-labs/contents/43ee23d4-c025-4b81-a8f0-9778f4aaf676/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/43ee23d4-c025-4b81-a8f0-9778f4aaf676/learn","This hands-on lab is designed to help you practice your understanding of core Rust concepts. A series of guided steps will give you a walkthrough on how to apply your knowledge of these fundamental Rust concepts in a development setting. By the end of the lab, you will have demonstrated your ability to build a functioning multi-modular Rust application using these concepts.","","6/13/2023 8:13:44 PM","Rust,Programming languages,High-level languages"
"47a74c1c-c5a6-44b6-a5d4-250f74037eda","LAB","Improve Security of an ASP.NET Core Application Using Validation","Improve Security of an ASP.NET Core Application Using Validation","/code-labs/contents/47a74c1c-c5a6-44b6-a5d4-250f74037eda/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/47a74c1c-c5a6-44b6-a5d4-250f74037eda/learn","","","4/14/2023 12:48:10 AM","Software frameworks & libraries,ASP.NET Core,Backend frameworks & libraries"
"48cc2c15-10a0-4696-9b8e-d8f86b308d40","LAB","Create a StarChart Web API using ASP.NET Core","Create a StarChart Web API using ASP.NET Core","/code-labs/contents/48cc2c15-10a0-4696-9b8e-d8f86b308d40/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/48cc2c15-10a0-4696-9b8e-d8f86b308d40/learn","","","4/14/2023 12:39:47 AM","Software frameworks & libraries,ASP.NET Web API,ASP.NET Core,Software,Utility frameworks & libraries,APIs,Backend frameworks & libraries"
"53d0845e-13d0-4b44-ade9-eb2b88ed0ee2","LAB","Add Error Handling to a Flask CMS","Add Error Handling to a Flask CMS","/code-labs/contents/53d0845e-13d0-4b44-ade9-eb2b88ed0ee2/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/53d0845e-13d0-4b44-ade9-eb2b88ed0ee2/learn","In this code lab, you’ll utilize logging, signals, and error handlers to make an existing content management system more resilient.","","9/12/2022 8:22:59 PM","Programming,Flask,Exception handling,Software frameworks & libraries,Python,Programming languages,High-level languages,Backend frameworks & libraries,Computer science"
"56cfa76b-0031-4442-9661-bde27801e814","LAB","Build an Image Processing Server","Build an Image Processing Server","/code-labs/contents/56cfa76b-0031-4442-9661-bde27801e814/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/56cfa76b-0031-4442-9661-bde27801e814/learn","","","4/14/2023 12:40:26 AM","Image processing,Software frameworks & libraries,Scientific computing,Backend frameworks & libraries,Node.js,Computer science"
"68cb3c8b-6d40-4765-9ce2-b1eadc596be1","LAB","Build a Wishlist Application with ASP.NET Core","Build a Wishlist Application with ASP.NET Core","/code-labs/contents/68cb3c8b-6d40-4765-9ce2-b1eadc596be1/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/68cb3c8b-6d40-4765-9ce2-b1eadc596be1/learn","","","4/14/2023 12:45:14 AM","Software frameworks & libraries,ASP.NET Core,Backend frameworks & libraries"
"69befff4-edfe-4196-8371-92954d3af16f","LAB","Building a Simple Shopping Game with Object-oriented JavaScript","Building a Simple Shopping Game with Object-oriented JavaScript","/code-labs/contents/69befff4-edfe-4196-8371-92954d3af16f/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/69befff4-edfe-4196-8371-92954d3af16f/learn","","","4/14/2023 4:05:30 PM","Programming,Object oriented programming,JavaScript,Programming languages,Software engineering,High-level languages,Software development,Scripting languages,Computer science"
"75a2c238-01b1-4093-85e1-81a0a52c2d5e","LAB","Build a Temperature Converter CLI in Go","Build a Temperature Converter CLI in Go","/code-labs/contents/75a2c238-01b1-4093-85e1-81a0a52c2d5e/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/75a2c238-01b1-4093-85e1-81a0a52c2d5e/learn","","","4/14/2023 12:48:46 AM","Programming,Go,Programming languages,Command-line interface,High-level languages,Domain specific languages,Computer science"
"77e2f919-64db-4825-9c89-97fd2abc07aa","LAB","Build a Real-time Log Dashboard with Node and Express","Build a Real-time Log Dashboard with Node and Express","/code-labs/contents/77e2f919-64db-4825-9c89-97fd2abc07aa/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/77e2f919-64db-4825-9c89-97fd2abc07aa/learn","Build a simple, real-time log dashboard web application using Node, Express, and WebSockets. By building this application, you will gain experience using Node's file system API for reading and writing files. WebSockets for real-time file updates, and Express for generating web pages. ","","4/14/2023 12:55:14 AM","Software frameworks & libraries,Express.js,Backend frameworks & libraries,Node.js"
"83c22495-8d02-409b-9610-badad7cdfb52","LAB","Guided: Unit Testing in Java SE 17","Guided: Unit Testing in Java SE 17","/code-labs/contents/83c22495-8d02-409b-9610-badad7cdfb52/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/83c22495-8d02-409b-9610-badad7cdfb52/learn","In this hands-on lab, you will learn the JUnit basics while writing tests for an existing library application. This will include coverage on the JUnit lIfe cycle setup, cleanup, and test execution for CRUD functionality. By the end of this lab, you should be comfortable writing a variety of tests for an existing application.","","6/21/2023 9:14:05 PM","JUnit,Software frameworks & libraries,Java,Testing frameworks & libraries,Programming languages,High-level languages"
"88b8e4b6-e4d1-4b1b-ae53-540ec90f173b","LAB","Building a Bug Tracking App with Blazor","Building a Bug Tracking App with Blazor","/code-labs/contents/88b8e4b6-e4d1-4b1b-ae53-540ec90f173b/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/88b8e4b6-e4d1-4b1b-ae53-540ec90f173b/learn","","","4/14/2023 12:40:55 AM","Software frameworks & libraries,Blazor,Frontend frameworks & libraries"
"010a2c88-1a54-48f9-b75e-973d3a5f34ed","LAB","Automating Node.js with NPM Scripts","Automating Node.js with NPM Scripts","/code-labs/contents/010a2c88-1a54-48f9-b75e-973d3a5f34ed/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/010a2c88-1a54-48f9-b75e-973d3a5f34ed/learn","Scripts are used to automate repetitive work and can improve developer productivity. When building Node.js applications, you can use npm to create scripts that you can use to automate tasks, such as transpiling with Babel, or starting the server in developer or production mode. In this code lab, you'll create scripts to automate your build and development tasks using npm scripts.","","4/14/2023 12:47:09 AM","Developer tools,Software frameworks & libraries,npm,Software,Backend frameworks & libraries,Node.js"
"114a6d84-c299-4256-9551-7d19a4820625","LAB","Build a Rock Climbing Company Landing Page with HTML & CSS","Build a Rock Climbing Company Landing Page with HTML & CSS","/code-labs/contents/114a6d84-c299-4256-9551-7d19a4820625/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/114a6d84-c299-4256-9551-7d19a4820625/learn","CSS is great for styling a website. In this Lab, you'll use CSS to style an existing HTML landing page. This page includes several sections which include the header,
navigation, hero, sales banner, categories, full banner, and footer.","","9/12/2022 8:22:59 PM","CSS,Web development,Markup & styling languages,Programming languages,Software engineering,HTML"
"410fe755-f9b2-46d6-af10-c3573761f13e","LAB","Refactoring JavaScript Promises with Async/Await","Refactoring JavaScript Promises with Async/Await","/code-labs/contents/410fe755-f9b2-46d6-af10-c3573761f13e/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/410fe755-f9b2-46d6-af10-c3573761f13e/learn","","","4/14/2023 12:38:31 AM","JavaScript,Programming languages,High-level languages,Scripting languages"
"505f4f3f-6176-49d5-b124-add357f8b263","LAB","Managing Flights Using JavaScript Syntax and Operators","Managing Flights Using JavaScript Syntax and Operators","/code-labs/contents/505f4f3f-6176-49d5-b124-add357f8b263/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/505f4f3f-6176-49d5-b124-add357f8b263/learn","","","4/26/2023 2:10:13 AM","JavaScript,Programming languages,High-level languages,Scripting languages"
"560c518a-c9c3-48e2-95f0-6c5cb293e20f","LAB","Add Features to Grade Book Application Using C#","Add Features to Grade Book Application Using C#","/code-labs/contents/560c518a-c9c3-48e2-95f0-6c5cb293e20f/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/560c518a-c9c3-48e2-95f0-6c5cb293e20f/learn","In this code lab, you will use the C# programming language to add new features to an existing grade book application.","","4/14/2023 12:43:52 AM","C#,Programming languages,High-level languages"
"654cc913-d2ff-472e-98b1-e42d58aa1c31","LAB","Guided: Building a Flashcard App in Vue 3","Guided: Building a Flashcard App in Vue 3","/code-labs/contents/654cc913-d2ff-472e-98b1-e42d58aa1c31/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/654cc913-d2ff-472e-98b1-e42d58aa1c31/learn","","","8/28/2023 6:44:05 PM","Software frameworks & libraries,Vue,Frontend frameworks & libraries"
"911ffd46-3d8e-4930-a7b7-f180c183cea9","LAB","Add Extensions to a Static Site Generator with Python","Add Extensions to a Static Site Generator with Python","/code-labs/contents/911ffd46-3d8e-4930-a7b7-f180c183cea9/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/911ffd46-3d8e-4930-a7b7-f180c183cea9/learn","Python is great for building simple command line applications. In this code lab, you'll use function decorators to architect an extension system. ","","9/12/2022 8:22:59 PM","High-level languages,Python,Programming languages"
"4546f8e0-19c9-4ae0-8740-b5c31977b03a","LAB","Build an Album Store Product Page with Angular","Build an Album Store Product Page with Angular","/code-labs/contents/4546f8e0-19c9-4ae0-8740-b5c31977b03a/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/4546f8e0-19c9-4ae0-8740-b5c31977b03a/learn","In this code lab, you'll follow instructions to build a music album store product page with Angular 5.x. You'll create several different components, a Service class to request JSON data over HTTP, and navigate between components with the Angular Router. ","","9/12/2022 8:22:59 PM","Software frameworks & libraries,Angular,Frontend frameworks & libraries"
"8280d756-c794-4b6c-acac-46615eb26631","LAB","Guided: Creating a Quotes REST API with Spring Boot 3 - Part 3 - Exception Handling","Guided: Creating a Quotes REST API with Spring Boot 3 - Part 3 - Exception Handling","/code-labs/contents/8280d756-c794-4b6c-acac-46615eb26631/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/8280d756-c794-4b6c-acac-46615eb26631/learn","In this lab, you will gain hands-on experience with handling exceptions in a Spring Boot REST API. You will learn how to effectively manage the response returned to the user and incorporate logging for developer support. Throughout the lab, you will work with annotations such as ResponseStatusException, ExceptionHandler, and RestControllerAdvice. By the end of this hands-on exercise, you will have a comprehensive understanding of exception handling and logging techniques that can be applied to your own applications.","","6/13/2023 8:18:07 PM","Spring Framework,Programming,Spring Boot,Exception handling,Software frameworks & libraries,Java,Programming languages,Software,High-level languages,Utility frameworks & libraries,Rest API,APIs,Backend frameworks & libraries,Computer science"
"8576f04e-a285-46d5-92ad-5c75d646270b","LAB","JavaScript Functions","JavaScript Functions","/code-labs/contents/8576f04e-a285-46d5-92ad-5c75d646270b/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/8576f04e-a285-46d5-92ad-5c75d646270b/learn","","","9/12/2022 8:22:59 PM","JavaScript,Programming languages,High-level languages,Scripting languages"
"25958e87-ed02-4955-9623-9a4fdecab137","LAB","Create a String Manipulation Library in JavaScript","Create a String Manipulation Library in JavaScript","/code-labs/contents/25958e87-ed02-4955-9623-9a4fdecab137/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/25958e87-ed02-4955-9623-9a4fdecab137/learn","In this hands-on lab, you'll learn to refactor JavaScript modules related to the command-line interface of a library. You will refactor variable declarations and strings used for help and usage text. You'll also use JavaScript Symbols in the main module to provide globally unique values. By the end of the lab, you'll also have learned to use string interpolation and raw string processing. ","","4/14/2023 12:33:32 AM","JavaScript,Programming languages,High-level languages,Scripting languages"
"59519b51-5994-4318-88bc-3b5e888569f5","LAB","Securing Spring Data REST APIs","Securing Spring Data REST APIs","/code-labs/contents/59519b51-5994-4318-88bc-3b5e888569f5/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/59519b51-5994-4318-88bc-3b5e888569f5/learn","","","4/14/2023 6:32:35 PM","Software,Rest API,APIs"
"89092a57-586d-4fc3-a164-f22307d00d38","LAB","Create a Blog REST API with Spring Boot","Create a Blog REST API with Spring Boot","/code-labs/contents/89092a57-586d-4fc3-a164-f22307d00d38/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/89092a57-586d-4fc3-a164-f22307d00d38/learn","","","9/12/2022 8:22:59 PM","Spring Boot,Software frameworks & libraries,Software,Utility frameworks & libraries,Rest API,APIs"
"634937f7-7db2-4967-8992-558cf8e64266","LAB","Building Baseball Data Visualizations with Python","Building Baseball Data Visualizations with Python","/code-labs/contents/634937f7-7db2-4967-8992-558cf8e64266/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/634937f7-7db2-4967-8992-558cf8e64266/learn","","","9/12/2022 8:22:59 PM","Business intelligence,Software frameworks & libraries,Data frameworks & libraries,pandas,Python,Data visualization,Data skills,Programming languages,High-level languages"
"805962f8-a7ca-495e-a1bb-69ef9eb7e38a","LAB","Add Database Admin to a Java Book Store Web App","Add Database Admin to a Java Book Store Web App","/code-labs/contents/805962f8-a7ca-495e-a1bb-69ef9eb7e38a/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/805962f8-a7ca-495e-a1bb-69ef9eb7e38a/learn","In this hands-on lab, you’ll learn how to add update and delete features to the admin section of an existing Java Web application. You'll use a variety of Java methods, conditionals, and actions to manipulate data back and forth from your database using a web-based Java app.","","9/12/2022 8:22:59 PM","Application development,Web application,Java,Data engineering,Web development,Data skills,Programming languages,Software engineering,High-level languages,Database design"
"a1c06c5b-e9e3-4efd-b752-6be814ad0577","LAB","Guided: Creating a Quotes REST API with Spring Boot 3 - Part 1 - Setup","Guided: Creating a Quotes REST API with Spring Boot 3 - Part 1 - Setup","/code-labs/contents/a1c06c5b-e9e3-4efd-b752-6be814ad0577/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/a1c06c5b-e9e3-4efd-b752-6be814ad0577/learn","In this lab, you will complete the configuration of the QuotesController class using Spring Web Annotations. These annotations will help to easily declare a set of endpoints that display and create a collection of quotes. Annotations allow for a simplified configuration right alongside the code, instead of having to be declared in a separate configuration file. They also allow for better testability through integrations with JUnit and Mockito.","","4/26/2023 2:46:55 PM","Spring Framework,Spring Boot,Software frameworks & libraries,Java,Programming languages,Software,High-level languages,Utility frameworks & libraries,Rest API,APIs,Backend frameworks & libraries"
"a5a242b6-c0ad-4058-87a9-0ce30f9ac7a1","LAB","Build a Job Board with Python & Flask","Build a Job Board with Python & Flask","/code-labs/contents/a5a242b6-c0ad-4058-87a9-0ce30f9ac7a1/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/a5a242b6-c0ad-4058-87a9-0ce30f9ac7a1/learn","Python & Flask are great for building a simple website. In this code lab, you'll use them to build a simple job board. The main page of the site will show all jobs and each job and employer will have dedicated pages. Users will also be able to review each employer. ","","9/12/2022 8:22:59 PM","Flask,Software frameworks & libraries,Python,Programming languages,High-level languages,Backend frameworks & libraries"
"a37c3eaa-e761-4860-aacc-fad0b7dd8024","LAB","Guided: Building a Book Catalog App with Spring Boot 3","Guided: Building a Book Catalog App with Spring Boot 3","/code-labs/contents/a37c3eaa-e761-4860-aacc-fad0b7dd8024/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/a37c3eaa-e761-4860-aacc-fad0b7dd8024/learn","This hands-on lab is designed to help you complete a book catalog application with Spring Boot 3. A series of guided steps will give you a walkthrough on how to implement some of the core layers that compose a Spring Boot application such as the services in a business layer along with the controller and views of the presentation layer. By the end of the lab, you will have demonstrated your ability to build a fully functioning book catalog capable of adding, editing, and removing books within its inventory.","","9/22/2023 3:59:33 PM","Spring Framework,Spring Boot,Software frameworks & libraries,Utility frameworks & libraries,Backend frameworks & libraries"
"a39a4529-3ae5-4b45-a086-80a456350717","LAB","Add Features with Forms to a Vue.js Reading List Application","Add Features with Forms to a Vue.js Reading List Application","/code-labs/contents/a39a4529-3ae5-4b45-a086-80a456350717/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/a39a4529-3ae5-4b45-a086-80a456350717/learn","In this code lab, you'll follow instructions to use forms and Vue.js for adding features to the pre-existing application.","","9/12/2022 8:22:59 PM","Software frameworks & libraries,Frontend frameworks & libraries,Vue"
"a739b732-dd16-4c83-b687-3cd7f9d897de","LAB","Build a Basic Blog with Spring Boot","Build a Basic Blog with Spring Boot","/code-labs/contents/a739b732-dd16-4c83-b687-3cd7f9d897de/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/a739b732-dd16-4c83-b687-3cd7f9d897de/learn","In this code lab, you’ll follow along with our instructions and create a basic blog with Spring Boot 2. You’ll create a controller that routes requests to several Thymeleaf templates to display blog data.","","9/12/2022 8:22:59 PM","Spring Framework,Software frameworks & libraries,Java,Programming languages,High-level languages,Backend frameworks & libraries"
"a0053fab-e243-40bc-a976-1af248af6a5f","LAB","Plotting Classic Literature Writing Statistics with R","Plotting Classic Literature Writing Statistics with R","/code-labs/contents/a0053fab-e243-40bc-a976-1af248af6a5f/learn","","https://app.pluralsight.com/sso/larsentoubro?returnUrl=/code-labs/contents/a0053fab-e243-40bc-a976-1af248af6a5f/learn","","","9/12/2022 8:22:59 PM","Business intelligence,R,Data visualization,Data skills,Software frameworks & libraries,Programming languages,Data frameworks & libraries,Tidyverse,Scripting languages"
